24.5,51.51,-0.16102,1.2215,-0.0075342,-1.2952
25,51.51,-0.16102,1.2641,-0.0070479,-1.0402
25.5,51.51,-0.16102,1.2397,-0.038049,-1.353
26,51.51,-0.16102,1.2514,-0.010453,-1.4065
26.5,51.51,-0.16102,1.2233,-0.026845,-2.6001
27,51.51,-0.16102,1.2609,-0.016474,-2.5174
27.5,51.51,-0.16102,1.2193,-0.036098,-1.1109
28,51.51,-0.16102,1.2631,-0.035914,-1.3786
28.5,51.51,-0.16102,1.2267,-0.03621,-1.1445
29,51.51,-0.16102,1.2553,-0.050167,-2.3122
29.5,51.51,-0.16102,1.2156,-0.038249,-2.433
30,51.51,-0.16102,1.261,-0.014309,-2.5408
30.5,51.51,-0.16102,1.2694,-0.01628,-2.3472
31,51.51,-0.16102,1.237,-0.0076128,-1.4893
31.5,51.51,-0.16102,1.2439,-0.0015119,-1.3416
32,51.51,-0.16102,1.2376,-0.0092253,-0.042034
32.5,51.51,-0.16102,1.0495,-0.016324,-0.70269
33,51.51,-0.16103,0.73163,-0.02199,-2.5147
33.5,51.51,-0.16103,0.5354,-0.024445,-2.6775
34,51.51,-0.16103,0.21475,-0.00021143,-1.5546
34.5,51.51,-0.16102,0.18972,0.062159,8.7767
35,51.51,-0.16102,0.25705,0.1314,25.152
35.5,51.51,-0.16102,0.17787,0.18567,41.339
36,51.51,-0.16102,0.11495,0.21079,57.754
36.5,51.51,-0.16102,0.059362,0.23469,73.859
37,51.51,-0.16102,0.012097,0.24703,88.473
37.5,51.51,-0.16102,-0.060735,0.20469,103.47
38,51.51,-0.16101,-0.11871,0.25763,117.27
38.5,51.51,-0.16101,-0.15642,0.1542,130.64
39,51.51,-0.16101,-0.21505,0.13284,144.93
39.5,51.51,-0.16101,-0.24094,0.066577,161.55
40,51.51,-0.16101,-0.23883,0.0047597,177.36
40.5,51.51,-0.16101,-0.49941,0.01823,183.11
41,51.51,-0.16101,-0.76462,-0.018899,181.54
41.5,51.51,-0.16101,-1.004,0.007871,182.73
42,51.51,-0.16101,-1.2578,-0.0064251,182.63
42.5,51.51,-0.16101,-1.289,0.021613,180.36
43,51.51,-0.16101,-1.2797,0.030848,179.07
43.5,51.51,-0.16101,-1.2231,-0.0017887,179.75
44,51.51,-0.16101,-1.2495,-0.017762,179.32
44.5,51.51,-0.16101,-1.211,-0.0012981,179.82
45,51.51,-0.16101,-1.259,0.01889,178.97
45.5,51.51,-0.16101,-1.235,-0.0076856,179.36
46,51.51,-0.16101,-1.2751,-0.002286,179.85
46.5,51.51,-0.16101,-1.2134,-0.029503,179.39
47,51.51,-0.16101,-1.2463,-0.025314,178.38
47.5,51.51,-0.16101,-1.2208,-0.024438,177.96
48,51.51,-0.16101,-1.2616,-0.027914,177.98
48.5,51.51,-0.16101,-1.2638,-0.010895,179.27
49,51.51,-0.16101,-1.2508,-0.030138,179.79
49.5,51.51,-0.16101,-1.2279,0.03067,177.92
50,51.51,-0.16101,-1.2922,0.0037031,178.89
50.5,51.51,-0.16101,-1.2312,0.01219,177.87
51,51.51,-0.16101,-1.3072,0.015307,176.84
51.5,51.51,-0.16101,-1.2175,0.0026071,177.84
52,51.51,-0.16101,-1.2377,0.0069206,179.39
52.5,51.51,-0.16101,-1.245,0.0087422,178.53
53,51.509,-0.16101,-1.2593,-0.0085944,179.54
53.5,51.509,-0.16101,-1.2394,-0.0090393,180.8
54,51.509,-0.16101,-1.3008,-0.010191,180.91
54.5,51.509,-0.16101,-1.2241,-0.0079149,180.76
55,51.509,-0.16101,-1.3048,0.0049417,179.21
55.5,51.509,-0.16101,-1.2286,0.026093,178.62
56,51.509,-0.16101,-1.261,0.0041306,177.54
56.5,51.509,-0.16101,-1.253,0.019464,177.09
57,51.509,-0.16101,-1.2244,0.0042327,177.23
57.5,51.509,-0.16101,-1.2799,0.026467,177.84
58,51.509,-0.16101,-1.214,0.068467,175.69
58.5,51.509,-0.16101,-1.2605,0.042158,175.61
59,51.509,-0.16101,-1.286,0.0047506,177.19
59.5,51.509,-0.16101,-1.2827,0.01485,177.01
60,51.509,-0.16101,-1.2188,0.012912,178.28
60.5,51.509,-0.16101,-1.3016,-0.011876,178.79
61,51.509,-0.16101,-1.2409,-0.023805,178.16
61.5,51.509,-0.16101,-1.2231,-0.039128,179.1
62,51.509,-0.16101,-1.2812,-0.034468,179.61
62.5,51.509,-0.16101,-1.243,-0.0096953,179.14
63,51.509,-0.16101,-1.2796,-0.040862,180.76
63.5,51.509,-0.16101,-1.2421,-0.013698,180.58
64,51.509,-0.16101,-1.265,-0.032838,180.73
64.5,51.509,-0.16101,-1.2088,-0.02248,180.64
65,51.509,-0.16101,-1.3051,-0.0012757,179.69
65.5,51.509,-0.16101,-1.2228,0.039429,178.8
66,51.509,-0.16101,-1.2681,0.050692,178.63
66.5,51.509,-0.16101,-1.2452,0.021905,178.77
67,51.509,-0.16101,-1.2486,0.0054938,179.08
67.5,51.509,-0.16101,-1.2233,-0.0013366,178.3
68,51.509,-0.16101,-1.2659,0.0008541,179.06
68.5,51.509,-0.16101,-1.1849,-0.0063699,179.21
69,51.509,-0.16101,-1.2955,0.0015518,178.24
69.5,51.509,-0.16101,-1.1962,-0.0031343,178.68
70,51.509,-0.16101,-1.3271,0.003213,178.69
70.5,51.509,-0.16101,-1.2176,0.0038353,178.46
71,51.509,-0.16101,-1.2784,0.01006,177.87
71.5,51.509,-0.16101,-1.0479,-0.020261,178.88
72,51.509,-0.16101,-0.74081,0.0020987,178.08
72.5,51.509,-0.16101,-0.50626,0.011908,176.76
73,51.509,-0.16101,-0.2674,0.0046046,176.76
73.5,51.509,-0.16101,-0.1646,0.069835,167.29
74,51.509,-0.16101,-0.21185,0.12037,150.7
74.5,51.509,-0.16101,-0.13894,0.14811,135.32
75,51.509,-0.16101,-0.13891,0.25027,119.72
75.5,51.509,-0.161,-0.050065,0.27668,103.51
76,51.509,-0.161,0.026022,0.21675,88.357
76.5,51.509,-0.161,0.074245,0.27394,74.143
77,51.509,-0.161,0.14876,0.2125,59.695
77.5,51.509,-0.161,0.16269,0.18155,44.292
78,51.509,-0.161,0.22748,0.154,28.964
78.5,51.509,-0.161,0.21753,0.066219,14.494
79,51.509,-0.161,0.19503,-0.0079676,0.1333
79.5,51.509,-0.161,0.46497,-0.0085209,-5.1341
80,51.509,-0.161,0.71959,-0.019271,-4.5937
80.5,51.509,-0.161,1.0072,-0.00092032,-4.0075
81,51.509,-0.161,1.2552,-0.032243,-2.9412
81.5,51.509,-0.161,1.3037,-0.02144,-2.3173
82,51.509,-0.161,1.2889,-0.018642,-1.4068
82.5,51.509,-0.161,1.2536,-0.015657,-1.1404
83,51.509,-0.161,1.2849,-0.015399,-2.1963
83.5,51.509,-0.161,1.2016,-0.0014938,-2.1459
84,51.509,-0.161,1.2715,-0.032185,-1.0255
84.5,51.509,-0.161,1.2867,-0.026587,-0.93262
85,51.509,-0.161,1.2672,-0.004215,-0.93082
85.5,51.509,-0.161,1.2444,0.011408,-1.2761
86,51.509,-0.161,1.2349,0.026854,-1.0955
86.5,51.509,-0.161,1.2392,0.018384,-0.43508
87,51.509,-0.161,1.2184,-0.010052,-2.1949
87.5,51.509,-0.161,1.2569,-0.051606,-2.3681
88,51.509,-0.161,1.2616,-0.034605,-1.1712
88.5,51.509,-0.161,1.2494,-0.032741,-0.40413
89,51.509,-0.161,1.2336,-0.019944,-0.8726
89.5,51.509,-0.161,1.2855,-0.027181,-0.94608
90,51.509,-0.161,1.2098,0.016374,-0.0030676
90.5,51.509,-0.161,1.2673,-0.0083724,0.27633
91,51.509,-0.161,1.2348,-0.0064839,-0.88915
91.5,51.509,-0.161,1.2304,-0.030734,-1.0496
92,51.509,-0.161,1.2219,-0.012405,-1.9953
92.5,51.509,-0.161,1.2643,-0.033568,-1.8028
93,51.509,-0.161,1.2185,-0.020295,-2.0696
93.5,51.509,-0.161,1.2723,-0.0032419,-1.729
94,51.509,-0.161,1.2566,0.026779,-0.17678
94.5,51.509,-0.161,1.256,0.01424,0.17842
95,51.509,-0.161,1.2329,0.040767,0.56775
95.5,51.509,-0.161,1.2689,-0.0054306,-0.51393
96,51.509,-0.161,1.2082,-0.018327,-1.2066
96.5,51.509,-0.161,1.2594,0.011944,-0.99277
97,51.509,-0.161,1.2486,0.032339,0.28623
97.5,51.509,-0.161,1.2662,0.015164,0.69938
98,51.509,-0.161,1.2504,0.019866,0.84839
98.5,51.509,-0.161,1.2436,0.026206,0.96696
99,51.509,-0.161,1.272,0.046175,1.1093
99.5,51.51,-0.161,1.2137,0.048722,0.53615
100,51.51,-0.161,1.2784,-0.0078869,-0.73106
100.5,51.51,-0.161,1.1779,0.011059,-0.87771
101,51.51,-0.161,1.3321,-0.022728,-1.1611
101.5,51.51,-0.161,1.1398,0.0030529,-0.78523
102,51.51,-0.161,1.2782,0.0090943,-0.36043
102.5,51.51,-0.161,1.2784,-0.013842,-1.5027
103,51.51,-0.161,1.2584,0.032482,-1.0416
103.5,51.51,-0.161,1.2251,-0.016065,-2.0716
104,51.51,-0.161,1.3104,-0.033883,-2.6072
104.5,51.51,-0.161,1.1986,-0.031459,-3.0573
105,51.51,-0.161,1.2909,-0.031001,-2.5163
105.5,51.51,-0.161,1.2281,-0.03091,-2.6671
106,51.51,-0.161,1.2975,-0.011874,-2.4567
106.5,51.51,-0.161,1.2578,-0.0036758,-2.3747
107,51.51,-0.161,1.2528,0.0059333,-1.4109
107.5,51.51,-0.161,1.2742,0.0085696,-1.8443
108,51.51,-0.161,1.2119,0.00077328,-1.9666
108.5,51.51,-0.161,1.3391,-0.019064,-3.1951
109,51.51,-0.161,1.2323,-0.021117,-3.9163
109.5,51.51,-0.161,1.2934,-0.0098112,-3.1038
110,51.51,-0.161,1.218,-0.03121,-2.6926
110.5,51.51,-0.161,1.1148,-0.024201,-2.4399
111,51.51,-0.161,0.75122,-0.014481,-2.9076
111.5,51.51,-0.161,0.52518,-0.0066381,-3.9991
112,51.51,-0.161,0.21578,-0.0065775,-3.5007
112.5,51.51,-0.161,0.20583,0.057734,6.4759
113,51.51,-0.161,0.1531,0.13844,23.918
113.5,51.51,-0.161,0.15791,0.20462,41.195
114,51.51,-0.16099,0.12354,0.20807,58.863
114.5,51.51,-0.16099,0.10358,0.29337,73.689
115,51.51,-0.16099,-0.033523,0.21719,88.965
115.5,51.51,-0.16099,-0.042286,0.24846,103.57
116,51.51,-0.16099,-0.14269,0.18305,117.92
116.5,51.51,-0.16099,-0.16986,0.1875,132.55
117,51.51,-0.16098,-0.24927,0.14708,147.83
117.5,51.51,-0.16098,-0.21074,0.042755,162.42
118,51.51,-0.16098,-0.30183,0.032725,177.83
118.5,51.51,-0.16098,-0.41537,-0.015193,183.26
119,51.51,-0.16098,-0.76101,0.027354,181.5
119.5,51.51,-0.16098,-0.99992,0.0419,179.66
120,51.51,-0.16098,-1.2631,0.035709,178.87
120.5,51.51,-0.16098,-1.246,0.0040311,178.93
121,51.51,-0.16098,-1.3082,-0.0070879,179.07
121.5,51.51,-0.16098,-1.2329,0.02261,179.35
122,51.51,-0.16098,-1.2458,0.016851,179.18
122.5,51.51,-0.16098,-1.2443,0.0093624,179.68
123,51.51,-0.16098,-1.2665,-0.031047,180.79
123.5,51.51,-0.16098,-1.2389,-0.019971,180.39
124,51.51,-0.16098,-1.2402,-0.020973,181.01
124.5,51.51,-0.16098,-1.2634,-0.033739,180.92
125,51.51,-0.16098,-1.246,-0.046509,180.86
125.5,51.51,-0.16098,-1.2397,-0.020926,180.87
126,51.51,-0.16098,-1.2619,0.0034477,179.47
126.5,51.51,-0.16098,-1.2477,0.040494,176.96
127,51.51,-0.16098,-1.2489,0.013571,176.76
127.5,51.51,-0.16098,-1.2013,0.018398,175.87
128,51.51,-0.16098,-1.2454,-0.0034674,177.07
128.5,51.51,-0.16098,-1.2123,0.022868,177.19
129,51.51,-0.16098,-1.2603,0.0096967,177.87
129.5,51.51,-0.16098,-1.2036,-0.022476,179.34
130,51.51,-0.16098,-1.2727,-0.019974,179.8
130.5,51.51,-0.16098,-1.2543,-0.012964,179.59
131,51.509,-0.16098,-1.2785,-0.014658,179.42
131.5,51.509,-0.16098,-1.2003,-0.021558,180.11
132,51.509,-0.16098,-1.3059,-0.011779,180.08
132.5,51.509,-0.16098,-1.2082,0.019495,179.7
133,51.509,-0.16098,-1.2937,0.029954,179.06
133.5,51.509,-0.16098,-1.1961,0.046573,178.97
134,51.509,-0.16098,-1.287,0.054947,178.86
134.5,51.509,-0.16098,-1.1968,0.049229,177.91
135,51.509,-0.16098,-1.2542,0.028016,178.44
135.5,51.509,-0.16098,-1.2174,-0.0070133,179.35
136,51.509,-0.16098,-1.2607,-0.0069574,179.79
136.5,51.509,-0.16098,-1.2213,0.016339,179.09
137,51.509,-0.16098,-1.3003,0.021566,178.9
137.5,51.509,-0.16098,-1.2358,0.022727,178.31
138,51.509,-0.16098,-1.2369,0.01041,178.59
138.5,51.509,-0.16098,-1.2427,0.024524,178.5
139,51.509,-0.16098,-1.2438,0.02584,178.77
139.5,51.509,-0.16098,-1.2348,0.025296,178.31
140,51.509,-0.16098,-1.2819,0.027991,178.64
140.5,51.509,-0.16098,-1.2397,0.018515,179.53
141,51.509,-0.16098,-1.2836,0.031047,178.51
141.5,51.509,-0.16098,-1.2187,-0.0032272,178.35
142,51.509,-0.16098,-1.2409,-0.0061613,177.77
142.5,51.509,-0.16098,-1.2548,0.013995,177.87
143,51.509,-0.16098,-1.3027,-0.010224,178.68
143.5,51.509,-0.16098,-1.2007,-0.021505,180.06
144,51.509,-0.16098,-1.2527,-0.0079453,180.16
144.5,51.509,-0.16098,-1.2654,0.0095432,179.11
145,51.509,-0.16098,-1.2377,0.027509,178.07
145.5,51.509,-0.16098,-1.2837,0.0045946,178.08
146,51.509,-0.16098,-1.2613,0.016924,179.22
146.5,51.509,-0.16098,-1.2623,-0.010068,179.44
147,51.509,-0.16098,-1.2147,0.016238,179.17
147.5,51.509,-0.16098,-1.2958,0.013757,179.52
148,51.509,-0.16098,-1.2205,0.028117,179.74
148.5,51.509,-0.16098,-1.2987,0.019259,179.16
149,51.509,-0.16098,-1.2239,0.021016,179.12
149.5,51.509,-0.16098,-1.0877,0.01127,179.35
150,51.509,-0.16098,-0.76594,0.0074286,179.23
150.5,51.509,-0.16098,-0.49132,-0.013223,179.08
151,51.509,-0.16098,-0.25797,-0.036082,178.89
151.5,51.509,-0.16098,-0.19604,0.03373,169.49
152,51.509,-0.16098,-0.18312,0.13342,153.38
152.5,51.509,-0.16098,-0.15745,0.16006,138.4
153,51.509,-0.16098,-0.12418,0.21094,123.64
153.5,51.509,-0.16098,-0.056146,0.21228,107.18
154,51.509,-0.16097,-0.022895,0.25882,91.062
154.5,51.509,-0.16097,0.067599,0.2346,74.828
155,51.509,-0.16097,0.12077,0.23432,60.056
155.5,51.509,-0.16097,0.16113,0.14413,44.123
156,51.509,-0.16097,0.24264,0.16208,30.159
156.5,51.509,-0.16097,0.21277,0.042291,15.428
157,51.509,-0.16097,0.23667,0.015292,-0.58869
157.5,51.509,-0.16097,0.47707,-0.030299,-5.6377
158,51.509,-0.16097,0.7309,-0.026926,-4.0202
158.5,51.509,-0.16097,1.0388,-0.035865,-3.9107
159,51.509,-0.16097,1.215,-0.016397,-2.9642
159.5,51.509,-0.16097,1.3155,-0.0035828,-1.6601
160,51.509,-0.16097,1.2453,-0.010838,-0.75781
160.5,51.509,-0.16097,1.2982,-0.0051279,-1.4841
161,51.509,-0.16097,1.2359,0.0095856,-1.4973
161.5,51.509,-0.16097,1.2504,0.015554,-1.6334
162,51.509,-0.16097,1.2424,0.023604,-0.45622
162.5,51.509,-0.16097,1.255,0.016885,-0.41666
163,51.509,-0.16097,1.2783,-0.010724,-0.7029
163.5,51.509,-0.16097,1.2575,0.010817,-0.47366
164,51.509,-0.16097,1.2583,-0.0083236,-0.52058
164.5,51.509,-0.16097,1.2611,0.0030086,0.80939
165,51.509,-0.16097,1.2655,0.001737,1.2839
165.5,51.509,-0.16097,1.2779,0.0065904,1.5514
166,51.509,-0.16097,1.2474,0.016966,1.1909
166.5,51.509,-0.16097,1.2828,-0.0013104,0.8495
167,51.509,-0.16097,1.2292,0.014259,0.04532
167.5,51.509,-0.16097,1.248,0.004107,0.277
168,51.509,-0.16097,1.238,0.010991,0.71443
168.5,51.509,-0.16097,1.243,-0.0065014,0.60741
169,51.509,-0.16097,1.2706,-0.026837,-0.4362
169.5,51.509,-0.16097,1.2479,-0.015494,-0.63005
170,51.509,-0.16097,1.2528,-0.014089,-1.6318
170.5,51.509,-0.16097,1.2299,-0.015755,-1.8786
171,51.509,-0.16097,1.2632,-0.0049126,-1.5621
171.5,51.509,-0.16097,1.1751,-0.0089045,-1.3933
172,51.509,-0.16097,1.2782,-0.0061906,-0.98482
172.5,51.509,-0.16097,1.2136,0.0039171,-0.35835
173,51.509,-0.16097,1.2707,0.024609,-0.3561
173.5,51.509,-0.16097,1.22,0.011433,0.73121
174,51.509,-0.16097,1.2556,0.015356,0.46135
174.5,51.509,-0.16097,1.2768,0.015325,0.070632
175,51.509,-0.16097,1.2375,-0.011037,-0.58562
175.5,51.509,-0.16097,1.247,-0.010898,-0.60417
176,51.509,-0.16097,1.2848,0.027484,-0.37992
176.5,51.509,-0.16097,1.2324,-0.001228,-0.53404
177,51.509,-0.16097,1.2946,0.0077599,-0.25236
177.5,51.51,-0.16097,1.2122,0.032063,-0.29223
178,51.51,-0.16097,1.3121,0.022624,-1.3788
178.5,51.51,-0.16097,1.2118,0.015805,-2.1497
179,51.51,-0.16097,1.2594,0.032616,-2.2595
179.5,51.51,-0.16097,1.2137,0.023838,-1.8581
180,51.51,-0.16097,1.2457,0.0055853,-1.3872
180.5,51.51,-0.16097,1.2101,0.011313,-1.2555
181,51.51,-0.16097,1.2734,0.0081407,-0.87961
181.5,51.51,-0.16097,1.2258,-0.0079147,-0.91896
182,51.51,-0.16097,1.2779,-0.010189,-1.1931
182.5,51.51,-0.16097,1.1901,-0.010514,-0.86044
183,51.51,-0.16097,1.2951,0.011471,-1.2343
183.5,51.51,-0.16097,1.236,-1.2189e-05,-2.22
184,51.51,-0.16097,1.2364,-0.0057086,-2.0958
184.5,51.51,-0.16097,1.2251,0.0075217,-1.7188
185,51.51,-0.16097,1.2554,-0.015334,-1.3358
185.5,51.51,-0.16097,1.2711,-0.040446,-1.88
186,51.51,-0.16097,1.2509,-0.022252,-1.8529
186.5,51.51,-0.16097,1.244,-0.0072614,-2.0572
187,51.51,-0.16097,1.2304,-0.02095,-2.6304
187.5,51.51,-0.16097,1.2252,-0.008516,-2.3241
188,51.51,-0.16097,1.2936,0.0020496,-1.2178
188.5,51.51,-0.16097,1.0138,0.0047575,-0.1704
189,51.51,-0.16097,0.79891,0.0065386,0.41691
189.5,51.51,-0.16097,0.48705,-0.0038894,1.472
190,51.51,-0.16097,0.23572,-0.024233,2.1686
190.5,51.51,-0.16097,0.21904,0.045332,10.966
191,51.51,-0.16097,0.18011,0.11591,27.178
191.5,51.51,-0.16097,0.20025,0.18992,41.527
192,51.51,-0.16096,0.11474,0.22377,58.496
192.5,51.51,-0.16096,0.10556,0.25606,73.763
193,51.51,-0.16096,0.0044179,0.21282,89.721
193.5,51.51,-0.16096,-0.045245,0.26403,104.14
194,51.51,-0.16096,-0.1427,0.17612,118.45
194.5,51.51,-0.16096,-0.19429,0.21987,132.87
195,51.51,-0.16095,-0.18333,0.088998,147.38
195.5,51.51,-0.16095,-0.25655,0.12363,161.62
196,51.51,-0.16095,-0.23554,-0.0095372,176.06
196.5,51.51,-0.16095,-0.50219,0.013737,181.35
197,51.51,-0.16095,-0.74624,-0.0031264,180.97
197.5,51.51,-0.16095,-0.99548,0.010769,181.07
198,51.51,-0.16095,-1.2769,-0.0032955,180.89
198.5,51.51,-0.16095,-1.3103,0.027617,179.88
199,51.51,-0.16095,-1.2231,-0.018486,181.17
199.5,51.51,-0.16095,-1.2897,-0.014502,180.08
200,51.51,-0.16095,-1.1916,0.0043083,180.06
200.5,51.51,-0.16095,-1.2971,-0.0010677,179.41
201,51.51,-0.16095,-1.2612,0.021224,178.56
201.5,51.51,-0.16095,-1.2636,0.02222,179.22
202,51.51,-0.16095,-1.2361,0.022447,179.05
202.5,51.51,-0.16095,-1.2824,0.027424,178.87
203,51.51,-0.16095,-1.24,0.0043126,179.19
203.5,51.51,-0.16095,-1.2641,0.007143,179.42
204,51.51,-0.16095,-1.2711,0.017265,179.95
204.5,51.51,-0.16095,-1.2296,0.029241,179.34
205,51.51,-0.16095,-1.2656,0.022804,179.35
205.5,51.51,-0.16095,-1.214,0.013807,178.98
206,51.51,-0.16095,-1.2761,-0.0048555,179.46
206.5,51.51,-0.16095,-1.2152,-0.02075,180.04
207,51.51,-0.16095,-1.2681,-0.026801,180.77
207.5,51.51,-0.16095,-1.2355,-0.02302,180.11
208,51.51,-0.16095,-1.2325,-0.0131,180.66
208.5,51.51,-0.16095,-1.2684,-0.035307,180.28
209,51.509,-0.16095,-1.2105,-0.003713,180.16
209.5,51.509,-0.16095,-1.3007,-0.009181,180.48
210,51.509,-0.16095,-1.2235,0.0174,180.38
210.5,51.509,-0.16095,-1.3209,0.036543,179.56
211,51.509,-0.16095,-1.1782,-0.0003678,180.7
211.5,51.509,-0.16095,-1.3428,0.029491,179.68
212,51.509,-0.16095,-1.2119,0.0041063,179.87
212.5,51.509,-0.16095,-1.2673,0.00024368,179.48
213,51.509,-0.16095,-1.2405,-0.03353,179.29
213.5,51.509,-0.16095,-1.2174,-0.020364,180.37
214,51.509,-0.16095,-1.2848,0.0020904,179.42
214.5,51.509,-0.16095,-1.2138,0.010788,179.41
215,51.509,-0.16095,-1.2482,0.0025425,179.85
215.5,51.509,-0.16095,-1.2171,-0.0048868,179.02
216,51.509,-0.16095,-1.2707,-0.017532,179.4
216.5,51.509,-0.16095,-1.2296,-0.015088,179.79
217,51.509,-0.16095,-1.2358,-0.019182,178.79
217.5,51.509,-0.16095,-1.28,-0.0046628,177.73
218,51.509,-0.16095,-1.2184,0.0095507,177.49
218.5,51.509,-0.16095,-1.2998,-0.017886,178.49
219,51.509,-0.16095,-1.208,0.0052237,178.16
219.5,51.509,-0.16095,-1.2959,0.0061775,178.91
220,51.509,-0.16095,-1.2037,-0.016303,179.45
220.5,51.509,-0.16095,-1.2955,0.0069382,179.67
221,51.509,-0.16095,-1.2144,-0.010912,179.48
221.5,51.509,-0.16095,-1.2692,-0.013078,180.2
222,51.509,-0.16095,-1.2671,0.019986,178.49
222.5,51.509,-0.16095,-1.2337,0.0027665,178.56
223,51.509,-0.16095,-1.2625,-0.014041,178.7
223.5,51.509,-0.16095,-1.2486,-0.015975,178.42
224,51.509,-0.16095,-1.2465,-0.014145,178.77
224.5,51.509,-0.16095,-1.2306,-0.010614,179.11
225,51.509,-0.16095,-1.2772,0.0055859,178.4
225.5,51.509,-0.16095,-1.2231,-0.0065732,179.45
226,51.509,-0.16095,-1.2867,-0.0085025,179.42
226.5,51.509,-0.16095,-1.2229,-0.0066015,180.03
227,51.509,-0.16095,-1.2808,-0.0097626,180.12
227.5,51.509,-0.16095,-1.0159,0.010834,180.12
228,51.509,-0.16095,-0.80814,0.004597,180.08
228.5,51.509,-0.16095,-0.49137,0.0003802,180.45
229,51.509,-0.16095,-0.27075,-0.014608,180.49
229.5,51.509,-0.16095,-0.19012,0.07584,169.67
230,51.509,-0.16095,-0.22483,0.13354,152.95
230.5,51.509,-0.16095,-0.1908,0.18613,136.92
231,51.509,-0.16095,-0.12543,0.23648,121.53
231.5,51.509,-0.16095,-0.062227,0.25978,106.53
232,51.509,-0.16095,0.0087472,0.2226,90.558
232.5,51.509,-0.16094,0.060673,0.27655,75.447
233,51.509,-0.16094,0.15117,0.22157,59.348
233.5,51.509,-0.16094,0.16113,0.17218,44.242
234,51.509,-0.16094,0.20446,0.11829,30.005
234.5,51.509,-0.16094,0.23815,0.072465,14.945
235,51.509,-0.16094,0.24226,-0.021963,-1.1792
235.5,51.509,-0.16094,0.45317,-0.021286,-5.8885
236,51.509,-0.16094,0.74229,-0.0088719,-3.2818
236.5,51.509,-0.16094,0.99013,-0.0076018,-2.1252
237,51.509,-0.16094,1.2865,0.0042894,-1.6041
237.5,51.509,-0.16094,1.2761,0.0073444,-2.0866
238,51.509,-0.16094,1.2583,0.017024,-2.1009
238.5,51.509,-0.16094,1.2503,0.014258,-1.8838
239,51.509,-0.16094,1.2375,-0.027205,-1.5032
239.5,51.509,-0.16094,1.2568,-0.027302,-2.2076
240,51.509,-0.16094,1.2271,-0.030096,-2.9888
240.5,51.509,-0.16094,1.2606,-0.015135,-3.3499
241,51.509,-0.16094,1.2284,-0.00017281,-2.2128
241.5,51.509,-0.16094,1.2509,0.0090222,-0.5986
242,51.509,-0.16094,1.2093,0.0044496,-0.3726
